Date&Time,Ozone,Nitric oxide,Nitrogen dioxide,PM10 particulate matter (Hourly measured),PM2.5 particulate matter (Hourly measured),
2023-12-22 21:00:00,74.63918,0.4239,3.42215,19.925,9.316,
2023-12-22 22:00:00,75.78671,0.30279,2.49728,21.4,10.118,
2023-12-22 23:00:00,75.08821,0.27251,2.26606,23.95,10.519,
2023-12-23 00:00:00,74.58929,0.24223,1.43328,23.15,10.802,
2023-12-23 01:00:00,72.84305,0.24233,1.23306,21.425,9.835,
2023-12-23 02:00:00,71.37954,0.24233,1.17134,20.6,9.505,
2023-12-23 03:00:00,70.29853,0.24233,1.43364,22.2,9.245,
2023-12-23 04:00:00,72.64348,0.21204,0.60062,26.9,10.047,
2023-12-23 05:00:00,73.49165,0.15146,0.92495,21.6,8.962,
2023-12-23 06:00:00,73.89079,0.18175,0.97108,20.525,8.443,
2023-12-23 07:00:00,73.79101,0.24233,1.24849,20.075,8.208,
2023-12-23 08:00:00,75.78671,0.3635,2.03474,18.55,7.571,
2023-12-23 09:00:00,74.04047,0.39379,2.63632,15.775,6.722,
2023-12-23 10:00:00,72.64348,0.3635,3.05306,16.6,7.099,
2023-12-23 11:00:00,72.14456,0.51496,3.23742,16.125,7.052,
2023-12-23 12:00:00,72.29423,0.48467,3.37644,16.5,7.359,
2023-12-23 13:00:00,72.09466,0.54525,3.70013,18.15,8.349,
2023-12-23 14:00:00,70.79746,0.57554,4.53315,17.425,7.83,
2023-12-23 15:00:00,68.65208,0.45438,3.93205,20.375,8.255,
2023-12-23 16:00:00,68.15316,0.42408,3.56191,19.15,7.901,
2023-12-23 17:00:00,66.80606,0.48467,3.60787,18.325,7.099,
2023-12-23 18:00:00,64.41122,0.51496,5.96838,19.85,7.193,
2023-12-23 19:00:00,65.60864,0.39379,5.18213,17.9,7.146,
2023-12-23 20:00:00,67.70412,0.42408,5.32083,20.575,9.576,
2023-12-23 21:00:00,71.1966,0.33321,4.48813,20.325,10.66,
2023-12-23 22:00:00,73.94069,0.24233,2.91484,16.875,8.75,
2023-12-23 23:00:00,73.54155,0.21204,1.29494,18,9.151,
2023-12-24 00:00:00,71.29638,0.21204,1.20236,20.625,11.509,
2023-12-24 01:00:00,68.38599,0.16163,1.78941,19.525,10.472,
2023-12-24 02:00:00,66.12419,0.16163,1.35727,19.675,9.929,
2023-12-24 03:00:00,65.50885,0.15152,1.4345,20.8,10.283,
2023-12-24 04:00:00,64.66068,0.18183,1.57323,17.725,9.363,
2023-12-24 05:00:00,64.31143,0.12122,1.61987,18.85,9.057,
2023-12-24 06:00:00,64.91014,0.12122,1.06426,14.725,7.925,
2023-12-24 07:00:00,66.10756,0.18183,0.60092,13.7,7.524,
2023-12-24 08:00:00,66.00778,0.18183,0.83242,14.425,8.09,
2023-12-24 09:00:00,66.05767,0.21214,1.34156,16.475,8.797,
2023-12-24 10:00:00,65.80821,0.27275,1.98944,16.775,9.033,
2023-12-24 11:00:00,64.91014,0.39396,2.77589,16.35,8.797,
2023-12-24 12:00:00,64.06197,0.45457,3.47007,13.525,7.807,
2023-12-24 13:00:00,63.11401,0.57579,5.36775,14.65,8.42,
2023-12-24 14:00:00,65.55875,0.69701,4.30216,11.35,5.495,
2023-12-24 15:00:00,68.5024,0.54549,3.83998,18.075,7.83,
2023-12-24 16:00:00,69.60004,0.48488,3.60881,18.875,8.326,
2023-12-24 17:00:00,69.60004,0.36366,3.74838,17.9,8.066,
2023-12-24 18:00:00,69.8495,0.39396,3.70191,16.55,7.453,
2023-12-24 19:00:00,73.29208,0.36366,3.42427,18.75,8.208,
2023-12-24 20:00:00,75.03832,0.39396,3.1926,18.825,8.42,
2023-12-24 21:00:00,75.38757,0.33335,2.63732,16.85,7.807,
2023-12-24 22:00:00,74.28993,0.36366,2.12785,14.75,7.241,
2023-12-24 23:00:00,75.13811,0.24244,1.434,16.2,7.759,
2023-12-25 00:00:00,75.38757,0.15152,1.06409,17.7,7.736,
2023-12-25 01:00:00,74.9718,0.12127,1.23436,16.45,7.5,
2023-12-25 02:00:00,73.97395,0.20212,1.11039,16.35,7.028,
2023-12-25 03:00:00,73.59144,0.15159,0.92542,16.8,6.816,
2023-12-25 04:00:00,76.33553,0.15159,0.69385,15.575,6.722,
2023-12-25 05:00:00,74.68907,0.12127,0.83297,17.525,8.137,
2023-12-25 06:00:00,73.8409,0.12127,0.78665,18.225,8.019,
2023-12-25 07:00:00,73.29208,0.18191,1.20314,19.275,8.042,
2023-12-25 08:00:00,72.69337,0.45477,2.12786,17.65,7.948,
2023-12-25 09:00:00,72.69337,0.27286,1.85102,15.35,6.91,
2023-12-25 10:00:00,67.45466,0.30318,2.49924,14.075,6.816,
2023-12-25 11:00:00,65.50885,0.27286,2.86993,17.85,8.514,
2023-12-25 12:00:00,65.90799,0.3335,2.86958,17.25,8.09,
2023-12-25 13:00:00,67.65423,0.36382,2.4989,16.15,7.901,
2023-12-25 14:00:00,67.60434,0.30318,4.07393,19.375,9.057,
2023-12-25 15:00:00,72.09466,0.24255,2.59222,20.425,10.472,
2023-12-25 16:00:00,71.44606,0.24255,1.94381,21.4,11.368,
2023-12-25 17:00:00,67.2052,0.27286,2.36047,22.2,10.401,
2023-12-25 18:00:00,71.39617,0.24255,2.82379,17.55,6.934,
2023-12-25 19:00:00,71.64563,0.27286,2.82362,15.45,6.769,
2023-12-25 20:00:00,73.24219,0.30318,2.40661,16.9,8.019,
2023-12-25 21:00:00,76.88434,0.27286,1.98996,16.925,8.042,
2023-12-25 22:00:00,79.1794,0.21223,1.57348,17.525,8.443,
2023-12-25 23:00:00,79.42886,0.30318,1.20244,19.225,9.316,
2023-12-26 00:00:00,78.63058,0.18191,0.92525,17.3,8.349,
2023-12-26 01:00:00,76.9675,0.12133,0.74052,17.525,8.443,
2023-12-26 02:00:00,75.70355,0.16177,0.9256,19.95,8.986,
2023-12-26 03:00:00,75.188,0.15166,0.833,22.825,9.67,
2023-12-26 04:00:00,73.69122,0.15166,0.69402,20.325,8.75,
2023-12-26 05:00:00,73.74111,0.09099,0.60172,15.75,5.896,
2023-12-26 06:00:00,75.93639,0.15166,0.64769,15.25,5.118,
2023-12-26 07:00:00,74.4895,0.24265,0.83246,15.675,4.646,
2023-12-26 08:00:00,71.74541,0.27298,2.12946,12.175,3.679,
2023-12-26 09:00:00,70.548,0.39431,3.10162,12.025,3.609,
2023-12-26 10:00:00,67.25509,0.54596,5.60241,13.05,4.623,
2023-12-26 11:00:00,66.5067,1.21325,7.08095,12.95,4.505,
2023-12-26 12:00:00,68.95144,1.0616,4.90444,7.625,2.877,
2023-12-26 13:00:00,64.511,1.21325,8.79507,9.125,3.349,
2023-12-26 14:00:00,63.11401,1.03127,10.00067,7.75,3.137,
2023-12-26 15:00:00,59.871,0.81895,11.8087,10.525,4.057,
2023-12-26 16:00:00,40.96174,1.88054,28.10975,10.825,6.085,
2023-12-26 17:00:00,15.41678,2.54783,39.91935,14.875,8.491,
2023-12-26 18:00:00,13.9699,2.69949,39.68681,18.725,12.311,
2023-12-26 19:00:00,26.5927,1.21325,29.04026,17.975,12.995,
2023-12-26 20:00:00,18.36044,1.51657,34.82942,19.125,14.576,
2023-12-26 21:00:00,14.81807,1.48623,37.05333,16.225,12.476,
2023-12-26 22:00:00,20.95485,0.94027,28.06899,14.2,11.486,
2023-12-26 23:00:00,21.45378,0.69762,27.69981,12.925,10.401,
2023-12-27 00:00:00,34.42583,0.51563,18.15739,10.675,7.854,
2023-12-27 01:00:00,51.75515,0.36413,7.41233,6.625,4.623,
2023-12-27 02:00:00,53.41824,0.24276,5.93017,6.425,4.458,
2023-12-27 03:00:00,59.37208,0.15172,3.93806,4.55,3.325,
2023-12-27 04:00:00,63.51315,0.21241,3.65964,2.925,2.241,
2023-12-27 05:00:00,67.65423,0.24276,2.63995,2.3,1.651,
2023-12-27 06:00:00,67.65423,0.24276,2.77897,1.85,1.321,
2023-12-27 07:00:00,57.47616,0.2731,4.72511,1.25,0.802,
2023-12-27 08:00:00,49.74282,0.45517,6.94836,0.925,0.566,
2023-12-27 09:00:00,50.24175,0.39448,6.90239,1.2,0.896,
2023-12-27 10:00:00,53.28519,0.45517,6.62397,1.675,1.321,
2023-12-27 11:00:00,55.97939,0.60689,6.11329,1.525,1.132,
2023-12-27 12:00:00,56.37853,0.75861,6.80747,2.025,1.533,
2023-12-27 13:00:00,57.12691,0.66758,7.2251,2.55,1.675,
2023-12-27 14:00:00,66.35702,0.45517,6.57763,7.4,3.797,
2023-12-27 15:00:00,77.38327,0.42482,5.92905,10.725,4.764,
2023-12-27 16:00:00,80.72607,0.30345,3.93713,16.75,7.311,
2023-12-27 17:00:00,75.58714,0.33379,4.26133,23.6,8.821,
2023-12-27 18:00:00,72.59359,0.33379,5.23449,18.525,6.321,
2023-12-27 19:00:00,72.64348,0.2731,3.98365,21.4,8.349,
2023-12-27 20:00:00,76.43531,0.18207,2.08423,18.575,7.571,
2023-12-27 21:00:00,75.98628,0.21241,1.94502,26.075,11.863,
2023-12-27 22:00:00,75.43746,0.06069,1.4362,30.525,12.618,
2023-12-27 23:00:00,78.38112,0.09103,1.38967,22.275,9.34,
2023-12-28 00:00:00,80.4766,0.09103,1.20431,18.6,8.278,
2023-12-28 01:00:00,76.43531,0.12143,1.11173,26.875,12.264,
2023-12-28 02:00:00,75.23789,0.08095,0.98838,35.65,17.5,
2023-12-28 03:00:00,78.38112,0.2125,0.46219,22.2,10.802,
2023-12-28 04:00:00,78.58069,0.09107,0.69474,16.575,7.429,
2023-12-28 05:00:00,79.22929,0.06072,1.01941,24.65,8.915,
2023-12-28 06:00:00,75.23789,0.09107,1.01922,23.65,8.774,
2023-12-28 07:00:00,72.84305,0.18215,1.6676,19.025,7.901,
2023-12-28 08:00:00,69.94929,0.24286,2.87243,25.95,11.604,
2023-12-28 09:00:00,71.89509,0.30358,3.61372,23.975,10.802,
2023-12-28 10:00:00,75.48735,0.33394,3.52081,24.25,10.189,
2023-12-28 11:00:00,74.88864,0.33394,3.75259,22.05,9.552,
2023-12-28 12:00:00,75.88649,0.33394,3.42811,18.625,8.986,
2023-12-28 13:00:00,77.38327,0.51608,3.10246,23.1,10.684,
2023-12-28 14:00:00,74.63918,0.42501,2.91762,19.9,9.222,
2023-12-28 15:00:00,72.84305,0.36429,2.91801,16.55,7.359,
2023-12-28 16:00:00,70.548,0.39465,3.7522,20.3,8.09,
2023-12-28 17:00:00,68.95144,0.39465,4.30845,18.625,7.783,
2023-12-28 18:00:00,66.65638,0.42501,4.40097,21.6,9.363,
2023-12-28 19:00:00,67.05552,0.33394,3.42811,22.475,9.741,
2023-12-28 20:00:00,69.55015,0.24286,2.17711,18.45,7.406,
2023-12-28 21:00:00,67.10541,0.2125,1.71376,17.55,7.854,
2023-12-28 22:00:00,68.85165,0.2125,1.48199,21.25,10.118,
2023-12-28 23:00:00,70.09896,0.18215,1.52854,21.45,10.755,
2023-12-29 00:00:00,70.89724,0.12143,1.43622,24.275,11.769,
2023-12-29 01:00:00,70.38169,0.08099,1.42141,22.2,11.179,
2023-12-29 02:00:00,69.64993,0.12148,1.17385,23.075,11.25,
2023-12-29 03:00:00,71.04692,0.12148,0.92656,24.125,11.651,
2023-12-29 04:00:00,72.94284,0.09111,0.92676,23.55,11.509,
2023-12-29 05:00:00,73.44176,0.15185,0.74089,24.325,12.17,
2023-12-29 06:00:00,72.04477,0.18223,1.06526,27.95,12.901,
2023-12-29 07:00:00,71.04692,0.18223,1.20436,25.275,12.052,
2023-12-29 08:00:00,69.8495,0.33408,1.75978,25.95,11.297,
2023-12-29 09:00:00,70.29853,0.33408,1.94525,23.75,10.59,
2023-12-29 10:00:00,68.85165,0.39482,2.54763,22.35,10.401,
2023-12-29 11:00:00,66.30713,0.69853,3.75119,22.825,9.599,
2023-12-29 12:00:00,65.25939,0.78964,4.30701,21.9,9.057,
2023-12-29 13:00:00,63.66283,1.09335,6.06698,20.825,8.561,
2023-12-29 14:00:00,64.46111,0.82002,6.25426,19.85,8.113,
2023-12-29 15:00:00,66.25724,0.75927,6.11556,15.65,6.557,
2023-12-29 16:00:00,67.25509,0.63779,5.55994,15.825,6.958,
2023-12-29 17:00:00,65.60864,0.82002,6.11515,16.925,7.5,
2023-12-29 18:00:00,66.5067,0.60742,4.77189,17,7.925,
2023-12-29 19:00:00,65.25939,0.57705,3.8911,18.2,7.712,
2023-12-29 20:00:00,64.61079,0.51631,3.56692,20.4,8.349,
2023-12-29 21:00:00,64.61079,0.48593,3.05708,21.55,8.703,
2023-12-29 22:00:00,66.45681,0.48593,2.22246,16.275,6.91,
2023-12-29 23:00:00,66.25724,0.42519,2.13012,14.775,6.651,
2023-12-30 00:00:00,66.15746,0.36445,1.75958,16.4,6.533,
2023-12-30 01:00:00,66.85595,0.28358,1.29674,11.525,5.047,
2023-12-30 02:00:00,67.32161,0.20256,2.22492,9.725,3.632,
2023-12-30 03:00:00,64.31143,0.21269,2.22485,10.725,3.797,
2023-12-30 04:00:00,68.80176,0.21269,2.13209,10.475,3.491,
2023-12-30 05:00:00,60.36993,0.21269,5.3324,12.825,3.962,
2023-12-30 06:00:00,54.93164,0.18231,4.31222,11.925,4.104,
2023-12-30 07:00:00,45.15271,0.27346,5.2856,7.1,3.373,
2023-12-30 08:00:00,42.80777,0.30384,9.22781,6.475,3.278,
2023-12-30 09:00:00,47.94669,0.42538,6.67601,4.575,2.712,
2023-12-30 10:00:00,56.47831,0.42538,6.81515,3.325,2.075,
2023-12-30 11:00:00,51.08992,0.7596,9.41023,4.4,3.184,
2023-12-30 12:00:00,49.29379,0.72922,9.50319,6.025,4.481,
2023-12-30 13:00:00,50.79057,0.85076,9.64151,5.65,4.292,
2023-12-30 14:00:00,55.68003,0.78999,8.57516,4.9,3.632,
2023-12-30 15:00:00,57.72562,0.7596,8.43622,4.525,3.184,
2023-12-30 16:00:00,56.72777,0.69884,9.59616,3.65,2.665,
2023-12-30 17:00:00,58.67358,0.63807,12.75051,4.1,2.689,
2023-12-30 18:00:00,83.86929,0.27346,7.88295,11.225,5.448,
2023-12-30 19:00:00,80.67617,0.18231,8.95035,8,3.797,
2023-12-30 20:00:00,74.09036,0.30384,8.4857,3.525,2.123,
2023-12-30 21:00:00,65.55875,0.24307,10.38775,3.1,2.264,
2023-12-30 22:00:00,69.05122,0.27346,8.53229,2.3,1.675,
2023-12-30 23:00:00,69.30068,0.21269,7.37318,2.2,1.509,
2023-12-31 00:00:00,69.40047,0.09115,5.24046,2.325,1.604,
2023-12-31 01:00:00,71.51258,0.12159,3.83444,2.1,1.627,
2023-12-31 02:00:00,70.51473,0.12159,4.45303,2.425,1.816,
2023-12-31 03:00:00,68.70197,0.21278,4.73076,2,1.651,
2023-12-31 04:00:00,66.10756,0.39517,5.19342,2.425,1.58,
2023-12-31 05:00:00,65.60864,0.09119,4.68522,2.575,1.887,
2023-12-31 06:00:00,66.5067,0.09119,3.61814,3.025,2.217,
2023-12-31 07:00:00,67.30498,0.12159,3.43235,3.45,2.453,
2023-12-31 08:00:00,64.26154,0.24318,4.86973,4.025,3.066,
2023-12-31 09:00:00,59.32218,0.57755,6.53759,4.2,2.83,
2023-12-31 10:00:00,58.92304,0.51676,6.49162,4.4,2.83,
2023-12-31 11:00:00,58.47401,0.72954,6.49012,3.9,2.524,
2023-12-31 12:00:00,54.73207,1.00311,8.57596,4.3,2.453,
2023-12-31 13:00:00,50.5411,1.45907,11.5884,4.15,2.759,
2023-12-31 14:00:00,52.03788,0.72954,11.45436,4.475,2.689,
2023-12-31 15:00:00,65.15961,0.33437,4.91549,13.275,5.802,
2023-12-31 16:00:00,67.65423,0.30397,2.87433,13.575,5.967,
2023-12-31 17:00:00,68.10326,0.36477,3.61622,15.8,6.533,
2023-12-31 18:00:00,65.80821,0.42556,5.00763,16.8,7.547,
2023-12-31 19:00:00,62.06627,0.54715,5.60991,14.625,6.91,
2023-12-31 20:00:00,63.01423,0.48636,4.54326,11.85,4.764,
2023-12-31 21:00:00,61.01853,0.63834,5.23811,15.975,6.014,
2023-12-31 22:00:00,61.8667,0.27358,6.58612,11.175,3.986,
2023-12-31 23:00:00,59.62154,0.36477,7.04943,16.6,5.542,
2024-01-01 00:00:00,67.30498,0.18238,1.94729,11.4,5.236,
